"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Egypt, Arab Rep.","EGY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","208244358282.278","217709637020.483","232630679354.557","245052864053.96","260229492018.2","278020042615.612","297233526885.088","318965802261.29","340534346953.116","366258989185.413","398414667935.921","421787842928.48","438580660854.465","461522018272.825","493326417157.285","531546430151.402","585438475428.562","643918589091.613","703293511334.749","740703144638.094","788293878683.422","818754235836.905","963511290996.558","1002088457671.01","1000296471586.54","1085943366513.33","1084107404691.64","1153591166057.27","1302980395024.57","1437311654157.39","1665073256894.19","1728601012503.64","1973837735890.75","2121724462116.86","",
"Euro area","EMU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5375938369528.27","5680159304345.97","5866522010439.85","5958170994293.93","6235571659703.73","6520372239963.99","6740300602558.6","7027950571534.67","7376997039796.83","7686591020022.76","8192987825255.68","8611490563708.65","8994988818119.36","9200649140959.81","9617438459292.26","10012038676527.2","10892778402636.5","11590058921762.6","12086548335082.8","11829060468235.7","12190374859832.9","12743833687686.3","12888894067325.9","13346021044005","13729629711406.1","14155254898913.2","15049662749630.3","15803533222145.7","16505107622230.5","17754748895133.4","17242198076067","18813612045428.5","20893654714024.4","21520228554181.4","",
"Eritrea","ERI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1835746157.51235","2132109180.82584","2639758595.39134","2772142458.59714","3084261045.60153","3385578350.40503","3484314347.43024","3534097149.62928","3500595221.95896","3892811386.84437","4072119264.47575","4042244997.84384","4211205244.70341","4455060340.14048","4547936344.05136","4737800725.32635","4356653615.82156","4553452013.8152","4709915124.32658","5224331270.24732","","","","","","","","","","","","","",
"Spain","ESP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","531181732618.107","563126159099.33","581311337153.544","588951665116.061","615863755657.61","646116288831.146","676728755428.961","716994973846.872","767527965859.34","805240729968.48","875357033268.134","937713874448.508","1010011962624.88","1057244126223.95","1122978613947.74","1206123912941.78","1365452811269.53","1471560026439.27","1532566796443.4","1492955355627.23","1481528092978.47","1496494330856.19","1490647159038.59","1519934795494.96","1568558742313.46","1635832322642.58","1747416921343.7","1854710948435.34","1918771506082.64","2075228716950.46","1862544224980.41","2099468112223.22","2411673616292.85","2573555479216.75","",
"Estonia","EST","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11731036820.373","11157556653.6234","8996091938.70103","8680667567.64539","8720407484.09625","9302781760.0801","9752450058.03815","11165373440.4375","11713738135.1008","11694825363.5915","13163087062.2361","14311462708.227","16092414317.885","18006762793.7235","19811437600.6564","22540852088.499","26058600905.5404","29764911796.7833","30490357853.7946","27328535102.0527","28782111932.212","32724505473.0258","34710887167.1947","36681375664.2114","38652432196.4736","39094673598.3447","42036565381.3875","45458506883.4265","49073092321.7705","53853984376.4779","54074496993.4123","58895787305.7482","64477259538.1491","64116051940.5513","",
"Ethiopia","ETH","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19854533228.2154","19060938707.4047","17804582870.7568","20622102323.1088","21734309027.3535","23549705164.497","26960746271.1729","28285165269.2081","27613919166.0461","29450325800.567","31946530375.2047","35377560874.8818","36471526728.3561","36387745409.3774","42437815733.0093","48941322952.1001","55916777550.2882","64011179924.1422","72283405438.3037","79131265192.3526","90145031679.8854","102289393957.91","112944326945.938","123330855990.703","150119415264.863","169575372912.615","198234207768.963","219853614306.547","236067222303.96","259534668398.211","286209793459.086","316145105232.455","356706615124.87","393555672319.095","",
"European Union","EUU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6294941827501.63","6562797270149.48","6757173060948.31","6875411562710.18","7210716414007.33","7567186492581.63","7833627509316.1","8153374319511.79","8548717808770.53","8905760080392.93","9491134960990.25","9978889943918.17","10440390689820","10708146047399.8","11254525019918.9","11720174057733.5","12780036877223.6","13664252386865.9","14351473392867","14102628889630.8","14595616612272.1","15309572151343","15529767401004.9","16064355192146.9","16557947262286.4","17120874608078","18195669174268","19170774485861.1","20097651665622.6","21715070689751.4","21257392810645.1","23191100949403.9","25752358574754.3","26499622674015.2","",
"Fragile and conflict affected situations","FCS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1193238182289.82","1239900357079.43","1269364030869.88","1266202091094.36","1223445906626.47","1242112227417.16","1286020180884.24","1376509471455.46","1455159185818.61","1506574797757.97","1634857581454.62","1744017212893.27","1804814087585.32","1814093689350.59","2119796723134.02","2326115213951.91","2561489031977.27","2804205582868.43","3003804592639.42","3045021593537.6","3252484215890.2","3350923346257.19","3603083971751.32","3857178292805.39","3960778804073.28","3875799918813.39","4017263411188.87","4328935305347.93","4604043036447.91","4925164186102.2","4872713216900.9","5243581901572.75","5505606047682.58","5815320137264.54","",
"Finland","FIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90427763363.2559","87992313720.0906","87022566994.321","88390134913.4322","93856259499.9358","99882215803.7782","102798877021.789","111955995483.917","121459519208.659","127906519615.7","138603940251.911","144231939216.59","148717655863.497","151419337968.314","163115261980.532","168125347142.81","181410895505.158","200147870113.973","212967520899","202709787089.751","208905524120.84","220089124654.258","220560377327.338","224769897399.589","226909976741.879","231615508030.819","244883896491.637","260179677811.909","271632312186.53","288648091314.83","294705726881.034","314676442275.46","340837223599.025","344719729188.424","",
"Fiji","FJI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3057554961.42549","3075609779.83824","3337586112.31378","3489474514.57654","3745744772.94024","3919888350.74621","4183251603.92662","4161771056.25419","4263254858.56503","4704059443.02823","4728835182.13735","4932020171.91403","5168940689.67037","5323701729.70694","5756604335.65081","5978659772.8399","6277201050.67344","6392422701.19624","6582878726.34126","6531676713.41932","6806390338.69442","7134734867.15989","7646151649.1012","8253358874.67118","9829197113.92853","10778358146.0409","11015803363.8742","11778089327.6588","12130548803.1722","12094688071.2091","10279861911.0033","9795237609.33947","12570554234.0107","14002772243.8614","",
"France","FRA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1017918131665.62","1064399725552.88","1105738915576.17","1127154785825.03","1178993308760.93","1231773982403.26","1270414110757.59","1330389770082.69","1400106907159.24","1464382542213.3","1583999694706.05","1678300037622.89","1752380317938.26","1744718780179.86","1813824938509.25","1922671524499.76","2063300819387.21","2180893232947.32","2256557852935.91","2243175421296.4","2335191628255.22","2450959100790.27","2473391243170.39","2612419376499.27","2666947056893.25","2722896108490.27","2861145268728.42","2975787193760.88","3114875305157.85","3445276604424.67","3345024904336.17","3562923665911.4","3823961003427.32","3982377923514.52","",
"Faroe Islands","FRO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1998199787.80624","1918979131.21669","1934923023.31289","2045272663.00228","2230891736.83566","2401726483.97397","2576292786.08007","2625111870.01825","2686800585.74037","2830966519.25388","3005353972.7185","3222676562.5199","3240676994.6779","3612505897.96273","4007679026.98817","4255233982.57625","",
"Micronesia, Fed. Sts.","FSM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170359027.506243","189201300.230049","201268951.232095","222812658.833882","226353740.592928","247310078.760344","243823331.393788","232995119.70461","242329876.844714","249136889.543144","267096162.190228","279030285.925365","284916409.289115","295109203.430714","293710700.221656","309105087.027366","318379110.780397","321000409.372292","319304925.18117","324786183.714824","336160633.365101","354035867.533622","353896313.358948","346675014.227045","344580003.383742","363851742.247572","369087659.089584","378789451.802923","387467102.524359","409938118.685032","407240696.678959","437758634.78989","465318992.122362","485843876.702408","",
"Gabon","GAB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11757612733.3307","12898222054.9271","12784496983.3597","13604037704.2305","14410380028.2554","15444299194.28","16297161148.0103","17529515073.2616","18343022247.4256","16940894455.5224","16998421652.8911","17752302022.6734","17983275720.4805","18750444795.3272","19387429858.0297","20530429168.2999","20569582356.3114","22396190414.1839","22072461364.313","22237544766.5016","24103571966.6816","26345487003.7203","27000996624.1983","27735514310.3286","29386488339.4855","29199274580.0253","29399527403.7982","31914848308.0448","34140586624.1111","36169088370.7584","33623700958.86","44025399637.0671","48596848106.3582","51576945114.245","",
"United Kingdom","GBR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","976325796619.738","998208368444.485","1025052535905.89","1075475712162.61","1140688764185.98","1194092093587.88","1276092434676.89","1345091654521.78","1385425367480.76","1437339061115.79","1562409690541.96","1650357031262.37","1727031050462.62","1808366865946.19","1922940594923.09","1976697912294.61","2113503098384.48","2178376960471.15","2271085135764.89","2181122499274.74","2290198529537.39","2354769903633.16","2442462879506.98","2562195072837.32","2666661894153.29","2767977872942.74","2892297884267.12","3041891554350.64","3129649825363.44","3335878386954.67","3219066303872.09","3416480549650.62","3957840318954.77","3979687714893.52","",
"Georgia","GEO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28022459544.6936","22857472830.1829","12881529746.7185","9323090781.81197","8532021446.51703","8937096710.51958","10120225606.9375","11377833455.1432","11862555570.8382","12375370151.6446","12888609494.7952","13812366302.8006","14794851741.4462","16755117267.1689","18202347365.3394","20573625161.8683","23206197564.438","26832289623.8284","28011563812.5159","27155393525.1421","29202260397.5243","32169542974.1089","37512405545.4749","40140934055.4256","43780102412.4376","45707843451.6546","48700949298.4327","51144255243.8394","55979867879.6125","62387596154.4602","62509091761.2555","70150781357.7257","83387742354.0661","93154469820.5919","",
"Ghana","GHA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24333557877.9733","26485194123.1234","28139639377.6133","30203762449.7583","31866678826.7891","33872792079.6682","36080446541.8523","38242808821.1301","40490370240.319","42870134746.7362","45463352404.9935","48346528031.1634","51307232650.6256","55040849301.3429","59686118924.968","65189447864.7249","71500511452.1828","76629846714.8417","85252849110.4684","89934208912.8472","98218051386.5418","114325851683.939","131897589316.568","142807202863.437","154709158599.11","148971921853.893","147108962613.394","155172026664.996","169624926668.068","187633394275.742","192835182975.95","214867175690.96","238973454460.737","254863139037.059","",
"Gibraltar","GIB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5602693986.63395","5943540339.4537","6277825361.57526","6750798732.46367","7168677698.20834","7656217335.24887","8144226203.84393","8713947848.87819","9132996537.51588","9615314262.81333","10079248843.9909","10683238860.8197","11409577515.4788","11780111221.9158","12379970119.9782","13150834367.9825","13717651667.5138","15049832151.4255","15973795087.4226","15891883770.7511","16859245457.5578","18172750157.873","19549354005.3136","20615455554.0816","21491243355.9802","22706690384.7223","27228620630.0338","33281442968.4819","36138275786.6167","40482435336.7228","44550864730.0015","51260936277.8168","57097045519.857","63141358707.1679","",
"Gambia, The","GMB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1486411780.45573","1584424654.95197","1675284097.32436","1766651123.35129","1807157606.44609","1861318595.878","1937539928.96571","2067528417.11304","2163941394.18191","2335015317.69852","2519242915.6787","2725374630.98901","2677775681.83139","2918238592.18965","3207980821.6245","3230757093.74917","3311885363.53749","3505132466.63252","3796168815.95887","4074185715.82833","4367340722.28872","4095033765.28765","4218609873.37637","4221821464.50145","4185554930.44809","4427516234.00185","4596488156.16964","4775616329.45243","5465023570.59128","5949796066.17881","6366827515.11477","7155630814.36372","8086871860.16496","8779798180.8014","",
"Guinea-Bissau","GNB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","802402814.226085","871845030.58671","901521952.867004","942271661.504982","993187544.295685","1058628103.34919","1203058146.13949","1303351534.38955","1022164894.02627","1210939006.18132","1251994643.2817","1341455004.14555","1412078755.66974","1435840348.16981","1491730323.38736","1639425115.38335","1735045770.94968","1827670101.09447","1947171584.58107","2007141164.37731","2145408523.37675","2366706434.42818","2315038823.09405","2401201175.1458","2534913686.70368","3090468072.90842","3342056307.07795","3907712651.79045","3955763485.57032","4401006554.43701","4548546861.8546","5046173922.34439","5654928426.60354","6163009589.86839","",
"Equatorial Guinea","GNQ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","273843663.257589","280210534.641237","386174865.266512","438945895.642048","523047695.169396","627393538.124907","1064245681.01161","2706202412.94628","3387232895.84301","4316766985.74259","5218606639.76783","8718135554.90556","10576779293.0978","12290755429.1759","17417184474.556","20971910438.2133","23284349079.7164","27569927683.7772","33102869198.4627","33754473545.6617","31115770392.6345","33829572382.0227","38819917942.1185","37572294947.8452","38043505840.31","28320531411.9553","25110506259.4845","28802412248.0502","29763387484.0751","27476690018.3343","23476322655.934","29585328380.1352","32716287050.0916","32168599846.5358","",
"Greece","GRC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","133756985628.118","142567117906.849","146836642847.327","147912201618.687","154092217257.255","160626689070.923","167327585318.46","177260285546.671","186884479565.378","191106293072.719","203320308860.245","220567406485.432","239683510642.31","254138433443.691","272004077789.009","274724928629.46","309475181924.128","319266852235.036","337220235581.276","332630577199.614","309638809529.415","285313440265.409","271519220404.783","282144538291.678","288106298935.587","287996160333.187","296388230996.636","308462278341.892","319754656488.279","342312014300.186","315962662965.275","354397719330.586","406715086017.971","428522833617.816","",
"Grenada","GRD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","455099745.08865","477009219.21807","483726983.694391","485492969.148932","504256860.922992","525792723.936525","559181891.655271","597354064.123801","675066615.276606","731847002.587168","785007409.910407","786437834.101293","826111531.011169","922148126.236927","940814495.56823","1099133928.51345","1087761179.74456","1185644561.12956","1219939433.44321","1146288151.08423","1154288423.96526","1187112475.33669","1192607537.06932","1270986763.9944","1395680065.58143","1515375642.68552","1609230218.33648","1736355201.91495","1848147434.9335","1907436734.74985","1670787843.20161","1785107389.63748","2052376386.20237","2202052978.6477","",
"Greenland","GRL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1138268535.08039","1175427420.4925","1140760141.28944","1109083671.92211","1199873985.20347","1270709082.59123","1313765865.12601","1356052115.41421","1477676926.77172","1519236309.27084","1663983935.18291","1723043712.50005","1732825867.6791","1845317864.05207","2025815684.16668","2193539586.35437","2386809292.61868","2509143534.37497","2715185515.98047","2755589487.62276","2837491311.03168","2881652503.33635","2976237573.25432","2987592053.0261","3183767613.0889","3132039400.28108","3309838081.21542","3370887241.18687","3462603876.34978","3613246574.50507","3655829957.23615","3857302225.39463","","","",
"Guatemala","GTM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30048855036.1436","32201487448.2194","34528834460.7246","36735414324.2361","39033239580.1968","41823722604.6173","43849117690.724","46551887133.9087","49425774389.6355","52053545116.0736","55153756305.8631","57711118582.7805","60858073596.3413","63648563721.0676","67411075860.926","71802368042.0803","77977560455.9214","85166064065.0403","89665975169.8001","90649270399.4616","94397176368.0031","100356396780.438","109525436435.117","118481713276.004","129165012763.448","142691589480.133","149695818918.453","158386820207.971","167560724569.429","183966419962.474","190017068738.276","208162639922.746","232370052449.734","249221740758.309","",
"Guam","GUM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2265886845.34082","2484421279.34414","2738168417.85335","3032225989.11572","3361216618.81395","3604354552.364","3962336483.67328","4279786834.28606","4255216160.99948","4443174972.41693","4481852741.85402","4687235406.66503","4813988685.10251","4877995825.15542","5087480361.79722","5144629329.71838","5575318912.03139","6138165414.9544","6366244373.4713","6636845682.47519","6995502297.38948","7510830548.78362","7930672473.7072","8400150803.44364","8405904168.05223","8656533235.33949","8793308785.64102","9408659458.00787","9848942431.25036","10694269146.4903","13581364399.677","18646756094.7256","32627999700.4603","45228071445.6203","",
"High income","HIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19892146236328.7","20728826829043.6","21482893129070","22203547077532.2","23288272888987.3","24423748048209.5","25606854788151.6","26915066514354.4","27920371773420.6","29283245667058.5","31392719469573.4","32695632207667.8","34041504153011.8","35557264506237.5","37881704226329.3","40162819538933.4","43447046592053.5","46107309521129.4","48162358924970","47174590803156.9","49334845541101.5","51866015358751.9","53694587721080.7","55895306149117.5","57611653370563.7","58645568580780","60588686870422.9","63511010893622.4","66840654257496.8","70335792821444.5","69168678269645.2","76708650407929.1","84626332043336.4","88494227938121.8","",
"Hong Kong SAR, China","HKG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104117379810.586","113775951730","123624251141.984","134402331439.508","145557788577.851","152137227026.592","161519814396.519","172684347866.28","164352519314.733","170856369244.197","188116566695.707","193431234237.053","199691521279.807","209857696084.101","234249582493.461","259443740718.339","286252886455.385","313015403280.42","325835339184.241","319782875008.343","345574097103.957","369685331700.329","372875436044.484","384196203206.691","394115663343.846","408626637207.136","416436291872.847","438127783294.236","453865391644.541","459644295764.893","435300511002.663","488411631115.747","503959190822.697","539200149142.404","",
"Honduras","HND","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10158674298.7886","10153620375.0402","11015759480.7705","12009382381.2558","12291798197.0477","13326246860.778","13824087506.6978","14709081060.1513","15408416678.2967","15511504663.4121","17019478118.6536","17876613255.6485","18835992941.9407","20081264092.8308","21906446702.1735","23960344227.3613","26321301509.8586","28707391566.2798","30498686999.908","29940608307.917","31435174933.9748","33314349143.9269","35002761425.5249","36777848313.4206","40422044599.9769","44760245066.2342","48814099005.3134","53891605878.8263","55011170333.9628","57523228910.7116","54491208505.2883","63827909343.1217","71211813748.7641","76417334011.7103","",
"Heavily indebted poor countries (HIPC)","HPC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","389480549616.3","406842603419.006","413749329383.734","428417739997.957","437761586825.536","469609387081.615","503580932484.516","543117578539.607","569155853914.095","596662952015.748","629435905888.137","667916157808.05","705636391926.517","750186141466.761","813978622262.419","887033999311.168","968441976403.391","1050189459908.37","1131116305451.28","1180727791745.98","1268876351047.68","1351286840447.47","1392540697124.08","1496347068832.48","1645279170588.22","1733785719282.78","1857123577396.22","1980989358043","2122363737707.51","2294148545672.93","2353930106291.15","2587409941382.12","2894755230395.8","3110959799667.17","",
"Croatia","HRV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45475618624.2069","37098992219.5288","33499883595.0837","31541651387.8281","34106309193.8111","37174809414.8283","40113147093.3409","43233924098.9787","44817931893.2751","44866991493.2668","47686760819.4117","50109141644.1882","54958776362.4984","58927520166.8511","63226478657.135","66595530224.2255","76026480717.0517","84354375971.3595","90589132021.0755","87608231787.3221","86526229310.1079","90730844583.6472","92109868324.8905","94976430505.9214","95410679899.7605","98641042964.879","105976745046.57","112713360177.38","118822393349.885","130583653682.368","123672760643.4","143261117557.15","161780881829.172","176013106713.328","",
"Haiti","HTI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15095040161.0756","15898994835.1528","15397845128.8073","14907486585.0704","13406213162.9976","15042028577.302","15951672045.4362","16665637504.2054","17220641048.7571","17937656672.7928","18503583099.6714","18855377738.8787","19349795916.1018","20418643035.5411","20691393742.0625","21995769795.9144","23075131411.9756","24815757912.4961","25966205176.403","27665301315.4627","26419005242.1696","28338743512.0008","28499373298.6682","31101506421.0806","31905357619.7515","31841589929.642","34719284269.453","36124687052.1535","35046384798.4854","35947134169.5494","34891691692.7124","35658760079.8831","37558509107.2692","38184773698.6657","",
"Hungary","HUN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94747098938.931","86302862366.6489","85564892983.5803","87088437261.0667","91569586195.2899","94882260468.9423","96399905991.784","101083709088.45","106752095183.107","111315201192.571","121047828577.684","134596492281.87","147567884018.729","156796359284.069","164436278997.343","172572943492.797","185148362034.903","192051584445.279","208006336840.2","207690008145.173","217389465937.701","229643360222.022","230821510873.975","242855184363.456","253484631538.851","263852647468.433","274222712840.714","288707447254.494","311927136865.25","343481047231.953","341546873384.495","372123624905.567","421477724025.327","431852693126.151","",
"IBRD only","IBD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10263463165164.3","10815682825135.3","11282331017009.6","11876072710539.1","12512237557386.5","13326349070119.5","14306240322988.5","15283109043326.7","15620231737705.3","16445208637967.9","17816317873866.8","18908420276111","20063458911390.9","21662434345631.8","23989773405868.5","26540160319287.8","29945932902961.4","33452773562562.6","36459090712753.5","37847609789265.7","41260158047514.4","44895009748571.9","48188731468005.9","51015308046331.5","53156649281633.5","54241645055487.9","56879791453277.5","60575447057515.7","65408314835630","69789802764783.9","70407011410616","79930186010749.4","89106805966011.6","96590911777822.1","",
"IDA & IBRD total","IBT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11441026448483.4","12058625033604.7","12582002945084.2","13222509170930.4","13901311189310.3","14798324970322.2","15876539839526.4","16943141975849.3","17356546722681.7","18266161293657","19758726661481.2","20977618159492.6","22275072372969.9","24034405592072.2","26591106606592.3","29395424815260.2","33075228161573.7","36862259129314.5","40112903687109.7","41707977318024.4","45399351856381.5","49307049826665.5","52856813403310.9","56028736255556.3","58561362165994.4","59905166845915.6","62838160447169.2","66957921274163.5","72199619768990.2","77088928493911.7","77909373628651","88083757880002.1","98223152625477.9","106339626090832","",
"IDA total","IDA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1180955846584.89","1246541727274.59","1303476796990.2","1350120906225.42","1392518338217.3","1475533885496.68","1573946081666.64","1663623124106.98","1740685285357.95","1825428921610.35","1946721678558.17","2073851337302.06","2216709178456.21","2377316232149.56","2607001129727.74","2861311846032.63","3135207401659.06","3415239032397.71","3659471132763.5","3866282123187.85","4145599626289.84","4418954450101.26","4676084656213.48","5021285884064.35","5414293244513.2","5674441354782.54","5970009859818.38","6395234083156.78","6805008770425.15","7313786558069.88","7517255005032.81","8170210864879.68","9134915624362.23","9767217690441.73","",
"IDA blend","IDB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","578518059243.935","611850610276.528","646889671121.912","661457441703.24","683338267593.505","714993413092.615","761116698730.796","789429949458.033","820248573323.087","851808003829.138","905301156558.748","965384117987.781","1042372109077.04","1117907325022.81","1236182185770.31","1356615768513.16","1481512601475.5","1605279172221.54","1701554517878.4","1808319802104.65","1926810645932.03","2052659690390.88","2167978905109.56","2311857605557.34","2469854004238.02","2565811856053.77","2634220645075.78","2830083305861.62","2915009108654.28","3093257900018.75","3154703471356.47","3401061178048.67","3800337702292.43","4029032698659.96","",
"Indonesia","IDN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","558566694655.334","617370051389.177","672466806826.394","733128147381.231","805239825909.596","889701784220.84","976822132365.154","1040368063164.9","913959321189","934225632570.922","1002393386979.78","1062308403706.65","1127357707878.87","1204571151550.92","1299193180627.31","1416205194338.78","1540185871021.85","1682286249826.62","1817815938993.67","1913691221467.9","2057500878575.28","2229511719014.97","2408290405583.69","2524244786997.21","2605517436520.51","2625201734355.44","2715764060542.74","2857305082359.12","3069918631697.01","3266185831776.73","3223404542894.6","3530623140454.75","3983082792903.55","4334715225911.33","",
"IDA only","IDX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","602642105775.277","634859047031.311","656481458611.835","688868413035.422","709350811349.652","761054166214.476","813434639227.01","875384419677.94","921893788943.245","975455737453.852","1043491069553.23","1110653685776.2","1176463944259.95","1261689633511.56","1373114210237.41","1507218350388.87","1656558004183.12","1813250372814.46","1961813698611.24","2062070718346.22","2223204414223.77","2371002352720.53","2513099854203.49","2714840431375.25","2951128218361.35","3116484395936.48","3346768908826.3","3576569692102.55","3904360640874.3","4236873351736.56","4379915121789.9","4788655707431.82","5356440018667.81","5763170508846.13","",
"Isle of Man","IMN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1048331217252.2","1095237569095.28","1181610042976.4","1267084285431.11","1380314785690.06","1515999643857.8","1660300081878.3","1757329776195.73","1886981805874.06","2082964298493.36","2211966282616.7","2370880066256.35","2499312620412.45","2748991073183.11","3046571526399.16","3391057140605.85","3777405337963.82","4176965103146.49","4388857508295.53","4763102417316.55","5230655285591.35","5618380734786.9","6162754462198.7","6497743441802.88","6812807109169.83","7204580698460.8","7795524017465.34","8354710136357.47","9230789424534.98","9932850520576.54","9771021183358.88","11384367630967.9","13048154231864.3","14619765554295.4","",
"Not classified","INX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
