"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Armenia","ARM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9804759536.41139","8950386613.06963","5327833129.09799","4974157579.6862","5354705603.37167","5844198432.70307","6300253203.4099","6621742394.40087","7184981697.43064","7527115894.04576","8151779326.31557","9135524002.77863","10502118179.3621","12208787869.0589","13853487621.367","16273869612.9388","18990125433.9675","22176749550.7917","24163709283.7422","20884649142.5377","21603503567.2143","23085520248.3701","27043423649.5481","28572642912.7207","29343064966.5336","29315404012.9832","31629425029.462","35949453239.3726","38233278956.681","44365671088.179","43552758696.8095","47164867556.762","56893939956.6733","63833326718.211","",
"American Samoa","ASM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","815772839.772618","861719293.009034","891567496.524612","960893576.196487","1046928752.30997","1022283147.2091","1109755319.87698","1190656378.37286","1261003540.51602","1326263932.7515","1440444753.98455","1405891559.46117","1442405131.36974","1560266762.817","1694619704.8917","1860901865.31265","2162065452.27535","2427501479.31752","2473925828.10563","2191404225.16433","2044132502.10093","2045440278.58455","1952648600.45812","1916216985.6644","1923838903.52097","1876640003.00599","1918292905.20981","1933329160.6749","2229888663.55951","2424227725.41686","2053379780.08534","2376444043.97534","2788147435.10313","3000029182.28935","",
"Australia","AUS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","296612834071.745","308275135699.637","319054474737.501","338875878220.141","359150262656.584","378798712906.686","403354058864.168","426032065769.344","453620247395.633","479437912024.365","505056094140.601","532864799310.005","565994508002.305","594024458977.883","633138917180.184","666573991108.909","712648996565.745","763412360149.174","797546165740.298","874442486513.615","867452812307.34","938789002628.632","974432428747.204","1062294635632.22","1101098183876.09","1101816795436.34","1143265965868.5","1189571541596.14","1252748396187.98","1334462906706.38","1384652202439.55","1494437295625.78","1713614547048.26","1879379921223.82","",
"Austria","AUT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148819509148.477","159147311749.901","166181925077.453","171017172382.081","178864816865.662","187487608255.905","194340605239.241","201549397000.674","211617683713.168","219789588984.161","234055806855.059","237701257456.157","250154113650.079","259584438571.858","273948983717.384","286136493567.015","309214389032.941","325131802424.247","341570699090.85","339285440340.572","349089444117.312","370671977954.567","389098738029.221","402959936317.639","413263298435.022","428354580959.906","457782737463.171","473923403470.152","500696126093.049","535946931732.608","521841933098.151","563937063927.255","639574811164.389","643595441773.677","",
"Azerbaijan","AZE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37697986656.8393","38700051344.5089","30636443990.1369","24117860742.4637","19780158108.16","17811889990.1539","18373777440.3273","19774679869.8678","21996612691.6266","23958670222.9908","27221033931.4592","30589529923.5798","33997078501.9983","38207330439.9464","42865465862.2686","56571147315.7127","78434628789.5518","100699531913.494","113682704470.685","125017418782.776","132925508555.633","135803575412.212","148678132524.431","162604723251.662","167470430285.624","145466446321.068","141837623390.756","141069643128.845","151909515454.014","167158106107.001","153047750160.236","203884098954.124","228718046983.924","239611454543.342","",
"Burundi","BDI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3341974403.02142","3627634055.3202","3747776546.97462","3597206497.24946","3533299257.66495","3321676918.57887","3111889882.25909","3115220514.17219","3299867398.33498","3312763465.89914","3358775149.09137","3505009079.18927","3717749557.01054","3744756275.12495","4031332237.06098","4195152422.86947","4558645467.63216","4843776399.54779","5177129800.81857","5407669583.86029","5753853444.29012","6109378663.94635","6434109700.67511","7175647231.46992","7822936123.43009","8809630118.7088","8676714933.88405","8759744160.76216","8935565006.18917","9549333185.98183","9923498550.19194","10847771568.5348","11836036574.1336","12593016038.3105","",
"Belgium","BEL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","186143914588.878","195966424619.526","203500309947.015","206320181481.636","217526046011.997","227383463991.073","230928998259.576","241579537994.353","248634626792.289","260168701709.78","284862666666.667","296218031614.831","312900377877.018","320981343828.761","334143156430.084","347658412088.972","371910293569.293","391020785776.548","405729462246.522","409034917983.614","434128146075.674","455271537460.137","471861624035.897","489497572460.263","506062503280.372","519562781951.127","548605717461.086","571670659099.524","599540192091.147","651568428663.066","647547562363.422","702892004067.138","795862119611.576","814190704920.337","",
"Benin","BEN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6264447109.86936","6749974293.45344","7107990708.88908","7701140674.42056","8024491427.01441","8688007423.68191","9229636576.92663","9927215097.872","10436421095.0217","11149451393.9423","12069905284.8895","12999880781.1942","13814866444.8325","14572733236.1568","15627491674.9831","16393603609.0928","17565614139.3444","19121539964.2497","20444297274.4932","21047481282.8289","21753633405.0918","22860459982.9645","24393778410.0812","26896876069.4006","29454694903.9928","30961687093.8936","33245555033.1574","34745526935.4768","36720416644.3096","40076293090.6914","42407309934.6404","46467947984.7692","52893791251.1416","58278279943.419","",
"Burkina Faso","BFA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5192843276.95096","5855373513.6014","6002745550.313","6357733266.02068","6578873266.20086","7100769815.48998","8027218788.94058","8681454235.5311","9420568438.31805","10260410775.8459","10690983443.738","11654669659.0662","12350989938.8627","13577548763.8889","14567076341.503","16325164677.5876","17880926557.0517","19120436925.8023","20619182898.8053","21360854972.7248","23446574734.1104","25515102554.621","26992067760.1929","29071648205.4878","30284926912.3411","31763609326.839","36383537964.2514","40632395597.0095","42375183591.2275","46790489892.5012","51134807594.6267","54689652540.5665","59465954759.3973","63429415199.2727","",
"Bangladesh","BGD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105008754988.146","112343514646.108","121157504595.164","129873049505.179","137806197688.725","147900975209.907","157420603403.203","167325146299.29","177965478387.664","188912743215.049","203418206731.693","218559239133.88","230463472735.783","246152172423.873","266015461715.134","292288029435.214","321404279203.579","353413232021.089","381885501588.278","403626330535.246","431294060075.88","468647816773.515","532553859722.85","577776460458.473","627516703644.248","671359529456.477","736379109928.489","791891204668.818","897767805988.755","997249695284.319","1104316059486.83","1247561124482.2","1431395376250.57","1568541874255.92","",
"Bulgaria","BGR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65784331445.3724","62265428985.3365","59052993147.0316","59557910459.4972","61935478862.6064","65043844143.7725","57255611006.2891","47788954882.4911","51007498485.4499","47685617894.3873","52475181291.8769","55752175293.9636","61023357878.6326","65448405416.1435","71008616917.5182","78822110606.7761","86712574580.7609","96748784933.5068","107494846902.541","105567294939.351","110608241609.587","115716986803.381","119285084530.147","120959910779.038","127259225620.596","132010520816.636","143025025759.132","151835504195.151","161419109438.194","177427370814.943","179335952304.213","201554698207.22","231558975430.83","241797461946.914","",
"Bahrain","BHR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13849100371.1191","15925300369.5439","17377896071.1195","20079358218.507","20456821822.2125","21706545373.9042","23012414445.1199","24133299655.7581","25573502967.4472","27050614761.2205","29129541652.9568","30527388673.4985","32039893063.6465","34729663957.8332","38153235166.4396","42013080181.5669","46109468338.355","51286604290.2113","55539311931.3621","57301203394.9867","60511365801.07","62950607636.3072","68563454589.6353","70567575887.0546","71379476259.9094","65822385264.1269","67525760773.3312","75332756767.7388","78150406940.0445","83979879528.4482","78668739612.8244","82671890844.1512","93863366185.3324","100139488267.839","",
"Bahamas, The","BHS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5560940711.65453","5508590362.39096","5418585096.84758","5564097268.3643","5861851587.20928","6246813995.19217","6629844755.2162","6831021281.12291","7233619451.21523","7860072459.38022","8371573299.01023","8784863585.96182","9162699319.81061","9225411087.31024","9557082065.83021","10191483222.31","10770159364.24","11221917681.9597","11172349537.4274","10771887776.2134","11070554342.652","11368233865.3939","11677298444.2973","11416923723.6007","11974224227.556","12210737710.6195","12385261078.1041","13160602906.2493","13615030735.2797","13974089558.9153","10348434009.0369","11629771045.9822","13802235027.6652","14676249262.554","",
"Bosnia and Herzegovina","BIH","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4637911400.41379","4346541748.29548","4159434378.55105","4165144088.23135","4727640693.53503","5597516888.19388","8789351233.1749","12216972645.1354","14407107601.7986","16002177245.6986","17250692069.8548","18001424328.7899","19535684058.7618","20549350776.7519","22395151589.7599","24398120105.1929","27916652849.2546","30848869737.6598","33896685491.3992","33729344056.6416","34633977113.2337","36525548051.1311","37145706731.0921","39027321627.522","39811480263.6966","41690051785.9547","44799708908.5765","46723225745.0293","50325857411.5418","54962813133.0751","54009850203.5924","59339318311.9478","67676461450.8015","71502182499.0012","",
"Belarus","BLR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53193233758.6545","54332225429.6616","50235620733.2157","47517963173.7725","42854253891.6288","39202485361.4566","41037957753.1621","46504640755.5708","50977578751.9399","53456725808.139","57838349069.0521","61935267914.1121","66071097840.6894","72120938879.9749","82540052069.2657","93130096687.3342","105602279433.22","117791170669.277","132306851733.138","133389134345.021","145473507862.839","156715098657.899","171127080561.615","179553714196.485","179879136842.3","171563080410.209","168862491607.69","174175106235.251","189021397896.308","210075455425.408","233301354383.785","256855349956.288","262349397260.189","282352163302.513","",
"Belize","BLZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","819064248.959735","946517922.461341","1091335343.6673","1185777488.25463","1210856333.77622","1245304989.89888","1282130597.28818","1359476743.8374","1428239879.98102","1584964655.34141","1819268792.53943","1953132524.89085","2090535193.551","2337883566.46043","2515527393.96427","2651984341.56899","2857099677.86703","3032907162.08065","3039342498.29411","3046182781.34157","3117550615.74054","3174088034.88961","3098710709.99168","3250377139.13507","3311260718.30445","3398772050.198","3428786070.73689","3404254285.09165","3622682735.48562","4063289991.47876","3758836239.11244","4616637500.26857","5423194808.06664","5682898282.4383","",
"Bermuda","BMU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2068931682.81943","2063302184.00233","2109061166.90968","2224009319.30944","2285116526.73968","2435661677.4396","2544751275.67027","2707711381.37995","2844929975.73238","2982784269.94824","3334556050.41649","3655898957.50607","3657845331.6042","3857284207.76039","4052955585.10437","4250016553.25393","4623961353.04894","4908105011.71925","4909322335.66739","4661665611.42245","4600224450.57612","4519405326.5993","4401060438.48103","4546789583.9929","4573359853.64919","4819676018.15066","5102072630.22836","5447424722.84928","5488075615.45772","5832740627.90403","5481722847.26196","5965474014.7205","6801781054.00962","7039853976.97737","",
"Bolivia","BOL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16285334760.8983","17722750388.0471","18425080624.1555","19667081616.7811","21024526972.4465","22469554058.2962","23878833796.5956","25494019473.699","27077132708.6097","27577524724.436","28909467542.1706","30058157186.5149","31283984731.6116","32766590619.2835","35051931465.8382","37749359760.5543","40780171854.835","43796805025.9558","47385371260.2726","49278173099.0739","51935331423.4878","55765337777.5774","61696072906.0143","70394877007.2335","76454300104.2988","78777661967.5333","84385715081.8699","96545462736.134","103029675562.712","107078496337.004","98004280062.5259","112858166795.217","125263793275.039","133770780363.069","",
"Brazil","BRA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","997458383690.948","1041834385789.31","1059778771291.46","1138326881879.54","1230679787753.98","1309554571189.22","1362985284392.14","1433558431102.09","1454571004358.18","1482057413842.34","1582133937142.26","1640243857235.29","1716595685871.23","1770456746653.52","1922785831282.21","2046574552628.89","2193273153845.76","2389430239855.4","2559535104844.25","2572081759819.24","2799325235403.79","2970630762099.6","2992140131710.98","3120542014445.91","3166808963772.23","2989121457827.16","2907889886097.55","2980287463599.86","3187189640258.87","3333775621737.55","3359777233099.99","3787769507879.98","4180229770505.3","4456606930516.12","",
"Barbados","BRB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2862928876.26343","2844320325.7447","2743534944.21978","2830839469.65382","2949420930.80514","3071907838.217","3252537299.21323","3465457852.27292","3635065450.06676","3698842282.56858","3950848931.88017","3944249543.43116","4037082679.12859","4206347314.21836","4380433112.2726","4696478458.67035","5135204130.87155","5383993105.97161","5522489637.07169","5277763776.19061","5223435779.777","5292206731.94635","4967435168.48394","4999266451.28791","4941377803.45956","4967346924.58039","5036587066.92182","5014752559.24251","5207517102.66114","5275547370.24394","4457727484.3495","4425161020.06509","5586046010.36703","6023965379.53361","",
"Brunei Darussalam","BRN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17921687473.7627","19067044678.2482","18892985662.9991","19218257779.4309","19823465686.553","20511782180.5301","20881599199.7084","22589252779.4854","21322422326.1395","22545500771.6984","23857328686.1273","24752160200.6615","26132586771.4167","27603457273.5978","28375370614.0017","29263918755.7852","31402712553.5495","31039593166.298","30403543326.7304","30009758595.791","31207137896.2946","33043605269.3591","35387298719.9512","34227281358.4521","33850747328.2802","26475996782.3664","24234121680.0571","26683717610.5579","28522807708.9669","30701487003.3544","31223413949.8832","35346624879.392","37250061034.2531","39133458204.6758","",
"Bhutan","BTN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","965176566.692996","993747164.984578","1063156361.35153","1109975372.99375","1189809536.28898","1300689411.24439","1398212796.70412","1498757657.84239","1605234832.08059","1757925585.88734","1858061640.23485","2039131171.02903","2287090948.37183","2513847015.06469","2714578403.72426","2993853470.83689","3260264372.78632","3887877078.2118","4142277504.59198","4487394036.29418","5083865948.08933","5629238208.22077","6152394144.60306","6285876277.99386","6835344112.87741","7564534469.6816","8430904600.30129","8808682292.36428","9093982073.63159","9873190250.39267","9605861813.90425","10436528610.0243","11763540567.2917","","",
"Botswana","BWA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7805475853.16116","8671318558.70688","9127638053.78328","9523033629.08965","10079233815.0348","11014032812.5203","11869525175.8165","13079494422.904","13285171486.1047","14775653442.6214","15410698645.682","15797184483.8197","17016386810.666","18155045000.2067","19147703171.6407","20647920308.5449","23064890692.2361","25062021816.527","26375632818.7536","22784671433.0925","25395910903.491","27692393434.6991","26304559562.5436","28559217475.9872","32587870647.0545","31162419272.1222","36266220081.5912","35589435395.4775","36293825138.6309","37220081094.0541","36179967540.1178","43133140608.7628","48743310496.069","51877779435.3879","",
"Central African Republic","CAF","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1781707623.64456","1831783983.98229","1753170790.11289","1800743914.78099","1929312915.06378","2111588545.17115","2064234890.55149","2211121275.35411","2341065142.28566","2459663881.61141","2452761381.78094","2619965169.11054","2756903876.95062","2659592507.36908","2894838239.14127","3012720151.31823","3253799664.25001","3495935180.48354","3636486380.80773","3973116132.6426","4207624657.22149","4474567487.04114","4897034572.03065","3295437288.55","3231436576.44185","3559349379.23233","3893548336.23769","4236556479.54651","4419174296.74199","4869757044.86639","5359843442.72162","5769272621.61696","6211625178.34434","6491145693.64106","",
"Canada","CAN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","560184961451.598","567048053070.888","585191423921.596","615002687930.82","656367194071.933","688183583810.054","712130924872.247","755390170461.408","793674327704.288","846412945809.995","900996986801.064","937786776176.929","971003788233.131","1023682523002.92","1083609294356.44","1171326187910.13","1241594039979.59","1301593351698.17","1342395839240.43","1307000908301.48","1363577286343.32","1430806739876.64","1468097961846.59","1554125000000","1621395561291.92","1594900336857.89","1678092366067.55","1765762548007.77","1852985933143.48","1899695367283.6","1847837502049.2","2163420977540.03","2442788782560.31","2547198393545.99","",
"Central Europe and the Baltics","CEB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","833663694440.998","770359610196.523","751935899884.396","772440089693.185","818082134635.402","880333934422.725","923097204002.12","954438999342.74","995655551271.884","1026887177080.55","1088206272872.82","1164957379152.88","1245080962646.48","1316146969707.78","1435050237315.81","1517427536777.79","1683879094709.07","1870676965976.67","2065839016775.05","2064857079402.75","2179449982745.23","2330196733960.5","2407572097739.07","2479929640199.92","2586823838108.06","2707290911814.39","2868803532572.23","3077521858144.03","3300379716160.38","3655567160630.81","3691052759644.41","4022060302753.43","4481282913909.54","4648220852369.89","",
"Switzerland","CHE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191005018296.087","195655861759.977","200027191466.873","204510564935.933","211529959212.077","217004091175.056","222747306457.878","232005796537.153","240727947879.243","248201049346.696","263627541287.892","273454243730.002","281956062254.352","284293141607.109","296889791565.933","308825076428.302","346323158154.133","384574558162.247","411512093039.143","410201362487.713","425928053025.405","454912095759.708","475340741851.246","498760487993.313","519299911605.986","540696214191.359","563950610001.631","576360597477.87","601867859451.371","632274562999.588","630567393919.535","703436916586.541","791822854699.455","795895651007.545","",
"Channel Islands","CHI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59203042078.1421","66075690480.2552","76266169098.8247","84364774168.2908","91998297195.4012","104524492338.023","116331728719.055","127084973049.645","133888459732.619","135403718285.286","145355726570.836","153318300830.111","160694762437.438","171606243155.843","187973652898.553","205184272360.574","256070327751.867","278373990855.263","275754675659.093","271327840688.241","307855669991.931","349147748327.253","374316599644.856","392670388751.635","402902197383.282","405311397639.034","424831691034.163","450891850924.637","478093905184.167","491687970151.703","491062045094.545","566321924503.659","604411920381.965","644866252594.615","",
"China","CHN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1114194524196.8","1258570150059.87","1470356548625.91","1714187886840.47","1979036201966.43","2241858406503.81","2509423758154.02","2788484510926.54","3041065308745.31","3320392312069.32","3683895772379.01","4080839898586.26","4522776968547.28","5075031893949.34","5738575724796.05","6592895776896.02","7660752769348.59","8988029531096.95","10045321032098.2","11057234022822","12381936443545.5","13844365195917.5","15212933582532.8","16374803441524.1","17423231129699.6","18216461648412","19265339702246.8","20594682031575","22453857449614.6","24300741817604.1","25246667832981.6","28821648700423.3","31787545714560.8","34660138175163.8","",
