"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Bangladesh","BGD","GDP per capita (current LCU)","NY.GDP.PCAP.CN","395.91013157585","433.769177421239","444.429221649271","451.883396624567","444.375829410427","473.299905801958","501.225862458526","548.207432141325","549.191843857802","604.225496151351","625.047172055782","597.763022875927","526.642591148856","853.511325895529","1314.28161144001","2217.26255864621","1881.39170643588","1823.7238232366","2393.86273790255","2756.80935602172","3190.05205755216","3664.10435167207","3999.9027307229","4388.63292350026","4835.87552440595","5777.72469030483","6364.46981559181","7176.48712013499","7734.52598608223","8442.48311255282","9312.46851522466","9712.71866130284","10309.6332340142","10612.6249742238","11252.1815748278","12440.2389690994","15211.4436510034","16195.4659862014","17507.0064315769","18659.6404996167","19956.504438865","21295.6598846204","22620.8972342757","24708.7559567756","26821.9971754798","29511.2310691523","32945.1699364752","37151.3198408874","42059.5615041797","46732.5806004882","52400.0209957845","59627.7351426329","68046.9047285911","76592.7792363103","85061.5645198055","95104.2832443441","129083.773460293","143311.080692977","161399.09600419","178968.760235507","190649.854023521","210557.612424095","234478.780005988","261907.070276325","",
"Bulgaria","BGR","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","2.91044384522546","3.12874074202375","3.25350601634524","3.33506418197043","3.53443081712893","3.63764622851708","3.84272637796264","4.0719917684712","4.26936820641131","4.45863747232728","5.2063656068295","15.7199062551442","23.5124290353206","35.2796219875257","62.2483964464882","151.756701439567","261.531090088446","2289.72585402333","3204.64137014088","3050.06489153565","3442.38530106833","3868.91479761503","4347.07313018069","4712.0733314496","5339.12718385457","6138.84474313263","7052.79316386665","8415.06212180289","9722.58337302826","9830.34795215707","10125.9680250376","11040.1054498384","11311.8115142198","11321.6959401193","11648.4510249119","12478.6149773662","13377.0791414264","14511.551174705","15627.1994012274","17189.0190905336","17462.9580409042","20297.6421189335","25342.7400199057","28733.3819274544","",
"Bahrain","BHR","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","829.438434404317","868.753567976839","967.510786285743","1191.33400830331","1529.11076873899","1534.71420652938","2100.70637843572","2516.02712716137","2683.49518969901","3010.35157821794","3668.26438110413","3969.24744862445","4027.76950408674","3985.16486110799","4022.0468476758","3627.89481780285","2924.13567308856","3133.17575952676","3298.19129287874","3321.36266480605","3512.79463167035","3923.23378100077","3933.01952917759","4193.10368239898","4372.6391802574","4474.75034846541","4546.50936227762","4607.75451312562","4371.01292568968","4558.38090529784","5344.6458651593","5103.53597977366","5076.55305093357","5446.7461155213","6002.44494325279","6755.27833469469","7244.49826326706","7861.55999980756","8760.61172854274","7318.95809201342","8204.06774528852","9412.32782714934","9940.9411694641","10148.1498031824","9945.87550834422","8924.00472297752","8948.80054167726","9319.07327614921","9897.9769022634","10249.6636913347","9152.9095152574","10207.5759539739","11511.7141614738","10986.2915718435","",
"Bahamas, The","BHS","GDP per capita (current LCU)","NY.GDP.PCAP.CN","1489.03427701884","1586.78199955809","1684.91668806861","1795.13942866449","1921.88118252219","2070.9419271115","2239.23963996539","2452.74763198925","2668.01498039262","3026.72757204421","2916.49998378221","3004.34356612542","3013.95016704496","3341.2852169669","3079.74014083821","2840.58965343091","2993.45923795227","3253.37543404956","3720.04057901064","4994.08535249529","5742.58362505698","6028.80641044063","6559.46869259478","7081.38194836084","8201.70133768379","9167.14687502469","9600.599527833","10361.3488079104","10575.797153666","11291.4764472044","11473.3008389353","11082.3528573617","10873.4047501635","10613.0658785813","10991.2346674131","11374.6056703852","11783.797197226","20367.5732702056","21667.448821694","24041.0933188158","24940.0775086078","25371.9237667614","26781.6195938652","26429.1247787663","26650.2934234303","28602.4181869995","29184.7865087908","30051.8489587756","29392.3824416397","27512.9130950084","27473.100430502","27090.8376801379","28552.0242683151","27432.9534269421","28705.6170840548","30289.4022514831","30266.5859220987","31337.1832464755","32124.4051059669","32979.5401279534","25155.6725432789","28682.3270000732","33044.388209429","35896.50510715","",
"Bosnia and Herzegovina","BIH","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.200431501497532","0.269180724767027","3.87671514961451","314.414869885429","546.08725155768","719.940687335758","1081.85157793854","1584.60360751147","1771.46621619639","2082.89847844166","2841.40691879433","3033.4636379341","3338.67720215988","3524.69185882189","3863.36578694886","4308.64612730938","4936.222531989","5618.11027192741","6464.60928617895","6391.71059082003","6654.89674330547","7010.33620735272","7144.93254022424","7416.17271679675","7674.62049371793","8221.85616140326","8714.3906872525","9275.49624024625","10021.1898435193","10696.3162521488","10525.5606484794","12063.6243195876","14234.2453605558","15629.1008086785","",
"Belarus","BLR","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.24953588787035E-05","8.82867947479167E-05","0.000900506730798407","0.00962003310854034","0.173981405022316","1.19094577887352","1.88825923619398","3.62572205815447","6.97144141613705","30.1799448634242","91.5246186975242","172.967872747569","264.945241764573","373.234018754589","513.782629777601","673.299589245146","825.274619559718","1016.27212266392","1362.20617475783","1494.97668651008","1797.43513067919","3247.26899968642","5796.82657770284","7102.33521203752","8528.21845549274","9503.14742213254","10026.9510809526","11179.6302966416","12959.2950787628","14303.1275325757","15961.808759789","19013.9622481278","20994.7452723326","23544.7029503727","",
"Belize","BLZ","GDP per capita (current LCU)","NY.GDP.PCAP.CN","439.16314417749","457.184509569378","473.863518044189","488.474631220619","508.907217306576","547.408645808455","588.475154300966","617.405996117622","653.805584371431","669.264656048797","736.317254174397","790.684418386874","847.797491096923","1009.92526394875","1376.91617583961","1638.96707493845","1623.60348312159","1731.58580290977","1965.20874034878","2142.88739253801","3548.82739794019","3505.0340757867","3258.64645881952","3354.5109631023","3628.37719627103","3508.02217392366","3718.20428041109","4331.7886283253","4811.62233131636","5483.87276879184","5977.29904520527","6384.73053892216","7291.22487341805","7725.42098080061","7758.02749413602","8024.15918019457","8091.3889020969","8033.25883207785","8255.87437214941","8583.6633642125","9459.3416085615","9443.63251321569","9723.48628368534","9924.17924027599","10312.1963428639","10545.4883441592","11054.3355171288","11530.5639986491","11426.5625359359","10802.4592628609","10902.2779434495","11164.4434124254","11419.3783753073","11900.4059983549","12256.2857707861","12308.9918699643","12284.9974637035","12145.1653528116","12062.5627916029","12380.0958455689","10454.3872757234","12245.2231716016","14136.9095653944","14919.9963026567","",
"Bermuda","BMU","GDP per capita (current LCU)","NY.GDP.PCAP.CN","1715.31463229719","1773.99531572479","1824.18228260132","1821.79091310101","1986.64081017022","2064.85324792988","2369.47294680018","2722.46233388537","2975.95428934212","3214.04903909874","3574.16928861945","4012.77396544186","4458.08003333144","5090.09179163676","5891.88781664656","6493.6287150144","7259.91355008457","8383.03139417126","8904.94282345455","9664.21884634789","11426.6012333948","13687.7980628553","14442.7902256054","16236.741698158","17866.9174355163","18713.8825139071","20996.9767217163","23042.7435883764","24958.1127004004","26282.6240963434","27665.525808301","28195.7091611479","28761.9634632835","30950.0799102285","31543.0634861641","34115.3445553204","45063.6149332085","48736.6768034299","51629.2814855126","54388.3417315621","56542.9569455727","59490.2452034202","63358.5658652763","67106.8028083224","71692.1589001679","77628.103522508","97781.4558996721","107395.651483891","110268.562401264","104711.712420357","104111.824244802","99049.0169927667","100213.493385287","101704.40746217","100961.576602811","104855.366822135","108747.356144305","112339.425587467","113204.82210838","115798.040775578","106973.175732348","112712.025120653","120897.311155385","125841.602522489","",
"Bolivia","BOL","GDP per capita (current LCU)","NY.GDP.PCAP.CN","0.00120978099425685","0.00128932173261341","0.00138094871461854","0.00145623932287918","0.00160651415015078","0.0017470453521294","0.00189305997071115","0.00209175291643332","0.00232219868834052","0.00246065711398163","0.00263223827399069","0.00277269956044958","0.00348262374874453","0.00514683719604089","0.00836758769331853","0.00936596296397945","0.0103998937695377","0.012005764462372","0.0136628487408439","0.0160206746797863","0.0193194880966851","0.0245345322241827","0.059557952625485","0.204266993654315","3.07980667533925","368.779527086579","1161.35722541041","1335.05406488964","1580.78962690118","1818.15109959285","2165.89458218364","2627.93527839348","2962.72012463501","3227.11967431897","3576.44497019795","4093.51100921486","4679.36700983428","5098.47893583418","5632.1552545206","5692.34977728804","6033.75843536487","6145.5442732421","6368.5469287461","6839.74152275515","7564.53086480246","8228.37747899368","9635.6639352535","10634.8965306485","12252.1067911039","12152.8956822771","13540.6498208419","16062.6827085199","17797.3861254776","19831.8642507522","21016.3160654612","20702.4491254712","20977.8857320845","22846.5538113001","24190.0195752856","24211.9214333718","21420.6005359799","23389.278015716","25179.5443435356","25472.1945574966","",
"Brazil","BRA","GDP per capita (current LCU)","NY.GDP.PCAP.CN","1.59875543676873E-11","2.26783347333875E-11","3.52550512277168E-11","6.14409688920761E-11","1.16976101993168E-10","1.85085920456571E-10","2.65063077611246E-10","3.40353061712461E-10","4.6153616150716E-10","5.91693113595043E-10","7.40861108250784E-10","9.60983822746462E-10","1.25844644637012E-09","1.8140328986734E-09","2.57835606970904E-09","3.54622092646444E-09","5.39107465739019E-09","8.03131842529364E-09","1.13784717515537E-08","1.83114305872232E-08","3.75248607088635E-08","7.03917053876185E-08","1.39470841807391E-07","3.06470645882273E-07","9.53603865132601E-07","3.50907245901699E-06","9.20715158014049E-06","2.86156219676661E-05","0.000204243720462042","0.00290502850954761","0.0774342562347235","0.397339236252376","4.15464898254889","89.9081745665222","2192.60142432042","4365.11104119018","5205.54408567677","5712.70682058913","5925.4733003564","6337.10485869962","6890.60975156622","7463.11111558326","8340.382057753","9511.26580731652","10717.1188200466","11752.7035669721","12908.7052111525","14427.098737369","16335.8048169428","17352.3542569","20060.9618090071","22410.2617258346","24455.7858012545","26862.4783004615","28882.4716091966","29729.8682717743","30850.2420212403","32170.8264362625","33982.990050991","35617.9154581804","36468.7352311173","43007.0596799067","47928.526950545","51416.4762531439","",
