"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"East Asia & Pacific","EAS","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","GDP per capita (current LCU)","NY.GDP.PCAP.CN","375.466920909253","340.282288344464","312.285753680235","364.568881959711","435.554732521955","449.834208873629","444.410137510002","453.427989803621","445.014724950342","520.594500367852","464.81756549182","434.207795141112","487.738308607368","578.677611371441","953.38966575911","1085.6558724889","1241.31610924978","1464.23887700767","1540.39939934078","1782.4386085618","2188.73526995325","2599.32585421806","2313.27495576161","1939.30455995458","1862.78943119515","1840.896842647","1603.47854671665","1425.333229713","1303.15455056175","1355.63079802364","1454.31053652334","1586.56681971674","1654.61840886035","1697.03989699374","1995.8605184205","2106.95297896193","2134.78001346208","2339.59561726844","2282.87372061345","1574.51469613605","1381.54310049029","1791.30359685037","2059.1585535974","2315.62215223014","2586.20914663347","2909.02606014388","3243.67010359339","3478.92488770671","4194.75750661981","4053.36331139298","4520.30959039763","5153.6916424375","5634.08393191094","6109.29031510341","6405.79979300441","5976.1596805651","5917.63771271481","6233.32244797718","6303.91892523596","6205.05759479761","5463.64509649315","6075.8026572556","6540.99824522101","6609.80408154957","",
"Egypt, Arab Rep.","EGY","GDP per capita (current LCU)","NY.GDP.PCAP.CN","54.4606600737591","56.7082998531425","57.6031072858667","62.5776226340082","68.5724688922125","73.9654291689355","77.8595770861872","78.7293967392587","76.9433133851455","79.6945073460703","92.4676792016171","95.268956651256","99.2075530895964","107.72991665176","116.985487389184","136.503031858742","168.476093951895","201.475525578992","233.943132839485","294.600751803631","354.998572755164","362.828509677583","483.886145313535","556.643707973662","641.659099759593","735.193131490691","844.725717463766","959.488441750714","1116.19112968345","1357.76985208526","1640.50596217747","1874.09428146867","2262.50010979062","2466.79361223158","2722.2275275412","3107.26356062367","3422.44786839086","3885.62383478778","4109.04296271777","4300.83748603241","4653.59493150308","4804.95982232445","4969.88836586647","5362.63292714675","6106.13504513476","6639.86847807704","7469.12926167966","8837.60514902038","10429.1876848378","11910.6344480233","13527.501524955","15051.6407622232","17976.406243209","19514.6403491329","21839.7354279082","24537.8034285292","26655.6245310805","35255.9210616851","44153.1750875413","52030.0854392393","56283.1543785286","60051.1866722289","69637.9139260289","88682.8632018999","",
"Euro area","EMU","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1215.67890554986","1318.20694545168","1711.25676950126","1826.57397765332","2071.25889843568","2296.6310198942","2517.17169956784","2538.20985366824","3025.68994375244","3680.19929249822","4254.11913523651","4842.69460359926","5885.06956899246","6343.15506263117","6887.96009768071","7386.88221368887","7534.77944855125","9884.98298928108","8297.87999807143","10588.4805159939","","","","","","","","","","","","","",
"Spain","ESP","GDP per capita (current LCU)","NY.GDP.PCAP.CN","147.114432282868","167.02983871941","193.065906418849","226.201167490212","250.604772317294","287.539964142742","330.182555016663","369.35360462264","411.575895114975","466.62307412953","509.645838352748","568.297876754336","659.641244603407","786.530986485532","952.717859370625","1106.60290453298","1317.66973053045","1654.81222726847","2006.01325412592","2326.0419027768","2673.36531153406","2978.3312853689","3404.52201194482","3857.70969328577","4335.12851586799","4799.61736972385","5478.49959610854","6110.24971943125","6788.30461698304","7594.79363787212","8450.82676393295","9243.42597320315","9906.74836880679","10196.4075237222","10792.9326244223","11586.4067233829","12257.4032112227","12955.6871517512","13811.7984684031","14738.5010600597","15962.6102079222","17159.141503885","18095.9644336812","19026.4946052334","20037.7686027143","21261.2811147327","22635.9614192019","23825.2745833041","24207.4560214489","23143.2661763987","23126.1648881419","22863.2507020295","22148.7349928287","22000.2361645082","22352.1791174272","23406.5223876792","24158.1082135206","25111.4560920388","25904.5765316002","26598.3735129921","23840.3543664708","26056.1702288482","28761.6019446922","30990.4606010891","",
"Estonia","EST","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.7833785780558","72.6485564471016","567.868691902988","1015.00497061692","1424.50442894598","1991.90468832006","2599.59423393996","3267.51528186148","3679.55049792375","3889.16765690052","4417.83197385799","5029.92835608001","5672.85750534672","6381.10846854208","7177.43862610546","8374.41051097046","10076.5237858347","12234.2117432944","12429.172307025","10590.0210938056","11071.7557595899","12612.1479028415","13674.0105058154","14539.6620781383","15492.4936004473","15972.9156071087","16863.6020945592","18457.8824397442","19999.1921190762","21457.6124163274","20954.3648017859","23634.7461778663","27017.8857388571","27868.471983221","",
"Ethiopia","ETH","GDP per capita (current LCU)","NY.GDP.PCAP.CN","187.178998547624","190.633871649096","193.267380872914","196.70203491405","209.592162067742","222.125073527561","232.887366968746","240.216186859189","248.685912750167","255.700444187587","273.576165843213","281.108897358632","275.631993386942","283.18915698176","306.061345584283","298.660712905474","314.549306306939","352.736577491209","369.086134790069","398.179232757177","421.628766492797","440.201062219217","445.569539926253","481.654792051799","443.453741019723","504.86758194892","509.172863552441","526.031151902616","524.223903313245","530.720003884072","542.565570081174","574.561434455739","581.25643842093","719.868598664605","738.446001140627","853.709494887102","930.859083264367","931.670126210051","870.334939073149","906.825743732336","996.26682506102","986.48790559696","936.227071551672","1002.20661416479","1147.85719917211","1369.05910194625","1643.69141284968","2085.46417523163","2924.89843199148","3840.17992711451","4262.01485038732","5529.56207071242","7801.00330518868","8806.7054304661","10491.1039551658","12496.3631662701","14693.8156599811","16712.3626406869","19528.1370422066","23248.7631070766","28378.8521219861","35541.7896267149","49105.1562146699","67776.7761418507","",
"European Union","EUU","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","GDP per capita (current LCU)","NY.GDP.PCAP.CN","641.45806745779","721.996632128592","767.834468319678","827.999716779464","928.722923661192","1023.67975257153","1093.36867482674","1192.84488695659","1361.40997241603","1554.83941500266","1741.88672183595","1911.82500730683","2216.28754022118","2682.3372761853","3362.69143179491","3870.65058665716","4380.51541539983","4791.15985095282","5283.4257893904","6114.09871366238","7042.52610348078","7929.43447075853","8865.25667540859","9830.74422333599","10947.1848823068","11877.3058496522","12743.8059076637","13725.124049015","15507.7923072989","17298.4654047814","18242.3059699412","17334.9635202464","16815.9727345859","16897.4431194089","17814.4787300674","19275.2638616701","19899.6091967077","21550.1081260391","23368.7875691424","24564.6382113239","26348.6269584555","27874.4751357361","28542.871415941","29102.9335428602","30362.6200515209","31388.2933137327","32824.1935275607","35369.4277632395","36559.0839310204","34039.9683753363","35080.1140779125","36682.4466173942","37011.28062932","37414.607025004","37691.9431834994","38359.4873356862","39254.7963233329","40794.7113165901","42045.8614547119","43197.2147233975","42749.8257993473","44895.0075410344","47897.5743083375","48947.7715529492","",
"Fiji","FJI","GDP per capita (current LCU)","NY.GDP.PCAP.CN","220.308382338776","222.565080521123","226.694167270565","231.38769593676","242.623122507222","247.156535999577","246.04974028083","262.190978465461","285.881231838307","305.877338003099","361.077433978177","391.594486260929","474.660262779769","604.947766718763","792.96691213398","976.548429778471","1064.83944570256","1104.20571925628","1147.21503828679","1359.46986737113","1532.3028155302","1606.1544919852","1653.36627988132","1655.75840599564","1804.54383373236","1818.83245988662","1977.12449242939","1952.19442001759","2092.53496455107","2289.22214059121","2560.40221591174","2619.10380988539","2932.72010043981","3191.54723932745","3363.35875365357","3469.06275586983","3716.39820898271","3715.62010936551","3994.48834793945","4585.20271017566","4248.14099979903","4427.9869490911","4672.46043058147","5034.36509420676","5367.43194497499","5711.83131058196","5981.47950559602","6059.15137798608","6215.3061936088","6188.09442715756","6617.21482086819","7413.54857506498","7770.64753344016","8420.05004627043","9990.39047342231","10692.7341368046","11235.509993878","12043.3667511686","12702.5835656191","12856.1286382007","10506.6051166492","9724.04668517749","11898.6710402967","13250.3936364713","",
"France","FRA","GDP per capita (current LCU)","NY.GDP.PCAP.CN","980.350205483884","1049.59706284697","1164.81623829426","1292.82959194757","1418.09621863243","1516.87541883677","1629.54182945786","1747.25355708443","1891.12333109907","2156.65782766979","2392.03733623724","2642.54775654947","2927.49678658555","3335.30218040809","3862.02343959766","4318.80074928634","4975.01885543182","5582.25808621433","6306.61400229437","7175.18496003199","8094.47860867562","9076.96339823248","10379.575861281","11458.9883534227","12406.2367286217","13228.1851540349","14181.2464294808","14821.8021995431","15936.8317606391","17066.4694937938","17918.9266399973","18492.8190172797","19057.3186032345","19201.0015583956","19771.8180992681","20385.8921843385","20868.2796530283","21505.9328409891","22367.5411297868","23059.5405578918","24188.2745912619","24934.1877943289","25534.3100713125","26061.3105042574","27047.8861346094","27888.9503456221","29015.2915150467","30271.3283947408","30912.5609963949","29917.2743805578","30696.4694590617","31559.7674532142","31805.6831724689","32127.5506026462","32478.7508131816","33079.7710269622","33448.4701360696","34246.0894688755","35071.7799073914","36095.7614519983","34293.4635244895","36969.3157319204","39013.2140571775","41331.9441671649","",
"Faroe Islands","FRO","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","7433.57263392729","8798.84716453336","9897.62044243591","11013.2885795251","12081.7036071273","12383.7428095264","13016.5069222577","13870.7890363257","16645.3265044814","19014.0299201612","21170.7341978965","24608.9413664346","29903.2563706179","32210.1163478604","39858.6055582643","50349.6672132729","52275.5432710637","55499.6354742363","64510.5869242199","74496.8596708385","83765.3664168799","99619.4313857175","97738.1980904278","106482.595663684","120829.810756324","129847.326609709","137683.454756625","132907.961132658","124549.643904483","122581.461029381","116501.36401125","106169.173498591","107978.699601736","115799.12864022","131665.901789812","139743.0377739","165704.884272731","174256.855535374","188521.222188224","207069.797362496","212665.047005387","205993.92071952","213566.468253968","218222.047602308","248240.405503259","263196.080863202","261472.387583167","252278.084072882","269523.39848326","277127.495210432","291141.206435982","313155.494756042","337713.719335921","354123.637553424","382868.348698043","392112.709736559","394815.482960116","420606.236123178","407157.938787544","432154.177998687","467795.447805457","494113.652215411","",
"Micronesia, Fed. Sts.","FSM","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","337.4957740742","359.244640147767","403.046469058094","544.204466602069","701.077963162938","683.97674556564","677.970615070457","668.601472729072","737.510432416087","803.032190156421","829.209813066002","958.37442664862","973.688636446563","993.272945205479","971.323735890612","1136.27633295061","1216.15763119676","1230.44156720509","1284.2827275817","1365.61518337828","1459.04369201491","1617.45528154622","1699.3301910196","1853.06259690284","1856.5207426083","2010.11793522635","1973.93821696324","1860.30827128593","1965.15528340681","1971.17209885387","2081.9660133519","2144.5369999555","2156.70532157086","2185.80309035045","2146.40160821979","2246.45370337127","2289.75155559971","2336.97852202403","2415.59355952119","2596.26147447595","2761.24325832248","2890.50493045368","3033.16989526369","2933.88333441237","2945.41495996162","2911.16211045292","2979.60119184048","3279.10779039285","3566.58690371125","3572.65918282222","3353.8894298388","3493.87228552999","3835.38184348074","4084.16940424398","",
"Gabon","GAB","GDP per capita (current LCU)","NY.GDP.PCAP.CN","67707.2359637411","79331.6370358079","85366.9468539919","71220.3278941466","98109.6088976844","101591.043880009","108934.212021361","118627.332589841","127390.350838871","141785.158312703","150206.630572329","172762.958043751","174729.451172378","254102.950338725","573884.769126018","698281.629182856","1061201.72129841","994547.424724489","758107.26261696","883770.351328192","1208195.20329668","1365851.75400353","1506298.09726766","1593455.03418598","1867064.34665345","1751435.11461074","1338359.60963092","1089257.73043881","1226719.08369315","1395305.58811791","1647396.55232004","1507888.66047102","1425547.48743235","1435514.6496875","2125440.82505115","2203678.198169","2528439.29983551","2631621.26863935","2182818.69978279","2309704.78256113","2828691.75554183","2809299.7115889","2751599.65356637","2731751.00372554","2882319.96280271","3452422.45446688","3577053.40384808","3830765.49394469","4321136.15505468","3428709.59510242","4134870.27662993","4815743.40030921","4746624.85390297","4542741.09679837","4543240.3119391","4166343.65148465","3956869.19686941","4019151.41281469","4234877.94516882","4359868.51911138","3802208.02380303","4536842.33360208","5245324.70251725","4732964.64311457","",
"United Kingdom","GBR","GDP per capita (current LCU)","NY.GDP.PCAP.CN","499.141221374046","525.852272727273","544.920187793427","576.2348555452","624.388888888889","669.13164317763","709.552869703651","745.491740621292","813.233426972906","875.279009050039","978.221717201205","1088.8034420501","1213.38517865356","1398.60595320964","1568.25610483121","1943.48501933276","2302.89037380794","2683.86951286103","3116.97325513345","3685.40865441755","4316.79631303044","4776.6147761765","5235.2146791574","5733.79496097907","6149.1183804806","6741.80712989724","7238.90074972748","8027.26310053951","8987.98589320919","9925.44927825291","10754.5670135331","11283.7120108374","11673.589913457","12261.7982476156","12878.0161734719","14682.1654894954","15644.5025912481","16348.6762357307","17072.1458243274","17777.8486677775","18690.8645129328","19386.6938337091","20067.8690835558","21096.1461183914","22048.3945888759","23157.6336406263","24192.5214826346","25188.7632106362","25783.4893930695","24869.8581337643","25627.6271534922","26282.3470754508","26902.813436344","27778.0909521764","28830.4604891919","29431.2389360322","30355.0776461105","31524.6438028849","32384.7857302695","33423.7547194956","31357.2943515022","34097.0674612285","37267.89691847","39795.5961960497","",
"Georgia","GEO","GDP per capita (current LCU)","NY.GDP.PCAP.CN","0.000779295589203423","0.000810022680635058","0.000882642342366301","0.000873666832630172","0.00092757667364287","0.00100596695226438","0.00104999117654473","0.00111887762744021","0.00116542562402593","0.00124843761488126","0.00138304327774946","0.00144655296661062","0.00145245285710889","0.0015389510901591","0.00167449468395841","0.00179717943959918","0.00190309506263817","0.00204821481667848","0.00219864929394911","0.0024093720373798","0.00252344606844685","0.00273015873015873","0.00285814915910892","0.00287176242117437","0.00304032711695729","0.0030193656308306","0.00291571899245403","0.00299715400021082","0.00306260045504832","0.00298836216767639","0.00311661807580175","0.00395913894001117","0.0306145480660716","3.3387428478345","186.576885888477","522.187348235897","861.255395786761","1047.12439076368","1183.4507766624","1363.5886915976","1482.19421941556","1662.5261279906","1874.06607741833","2167.17412296773","2501.51502034456","2977.83275152218","3553.78011296412","4402.3586599305","4956.51624849387","4715.26594220509","5849.16398072726","6947.79979240989","7481.3469159859","7837.70901543656","8528.76286425765","9273.94372926999","9806.29133964944","11089.0438958756","12175.8763939505","13366.6257992598","13374.3750530527","16373.7896408627","19625.5786528869","21769.110950053","",
"Ghana","GHA","GDP per capita (current LCU)","NY.GDP.PCAP.CN","0.0124834529604387","0.0129839904605366","0.0134516772006337","0.0146379489625287","0.0160608357430001","0.0185979103864889","0.0187998767976453","0.0181820094094317","0.0200572717697793","0.0230254523880018","0.0253086189459716","0.0272442030874439","0.0298256434207121","0.0360384768642963","0.0465975629474579","0.0513196224554385","0.0615955978118933","0.102301429333246","0.186567927136628","0.243350689451944","0.358850953418714","0.591334497991811","0.683741201926412","1.41243527547085","2.0235531865086","2.5111064312003","3.66190514619286","5.22075975631229","7.18198419192259","9.4438039575758","12.4770049955023","15.3762762631896","17.317887617776","23.3406405574508","30.6299170432391","44.5525169611594","63.6641480510501","77.3805170229571","92.5511915751875","107.467081750554","138.27152672899","188.776564408046","235.713664098525","310.647586093717","365.313798083417","433.243807706901","829.490529411821","979.366168549149","1244.48103925675","1471.98996857296","1807.34481400291","2292.24445995354","2817.18449519545","4545.26771209127","5658.87965989948","6395.49780827115","7480.21001104278","8757.49353330076","10072.1840739079","11406.1516023653","12291.2406180055","14197.8440996886","18532.4877300029","24909.2894873593","",
"Gibraltar","GIB","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","18583.4235006844","20312.6575332935","21565.2972589033","23684.7087115795","25541.7736913575","27109.4832107688","30590.4036744487","30451.3892681053","32700.9195953794","34201.4682293791","36628.7776457631","39289.0243976227","50829.7752990278","65193.9935635826","80979.0261296517","98833.7159042723","168685.931752624","216133.717470837","272303.742892929","337530.05350581","398941.63658889","494850.335634506","624769.241301372","640887.285037956","655885.954445592","706907.589859675","728941.584034049","761888.4196299","800700.040398466","847167.847048374","905152.992490537","942285.70678317","979852.674466623","1124434.5848015","1312470.31804779","1687973.88329286","2301391.12810437","2729162.48488173","3237440.67543501","3179209.69467892","3774828.29743809","4239134.93715286","4885563.12196009","5170236.02398812","5366831.93558155","5594353.08692818","6385132.78094232","7576010.60535414","8409853.77432924","9471711.98618634","10078353.8376821","11621491.5443572","12117563.2114863","13115283.65479","",
"Gambia, The","GMB","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","168.510787251663","177.95293902672","173.138233969822","184.712625628141","207.878192346953","212.27761833782","213.191205862758","223.779744786194","278.228099510257","343.181926795546","399.094246620007","490.345014478839","537.248370941219","567.013008476603","581.163110911274","589.054625401657","645.96534391638","708.85132626412","769.835434958232","1023.37479071435","1438.00075837314","1676.31305640372","1843.97418982436","2130.45452792634","2368.7393334193","5480.73519103894","5546.35312007347","5790.94789900409","5828.37562111624","5933.49194384618","6385.64987206184","6122.3852761506","6494.78905755828","6557.41842476827","6880.43370692001","7213.00338258381","7499.67910211104","8807.91342098908","17816.408192871","17616.2874609262","17247.631545962","18026.4337338753","19066.0619786429","20646.3964300943","22438.5099889444","20935.6039266372","22215.9609885791","23511.3253985607","23704.5116995484","26334.1415643491","28194.5938052404","29947.2793186203","33524.2236726298","36955.44548209","37098.4556389728","40949.7779511726","45930.0532150944","54377.4372879094","",
"Guinea-Bissau","GNB","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","192.298622697009","187.533935154148","209.269897037264","231.230779611611","254.535013320551","277.267256661638","276.986044186686","248.004315243283","279.527602836449","287.087952070275","266.064831551315","315.126171607916","376.662598391618","441.599137296571","755.931772831145","1025.41799850061","2131.4716760623","4193.00917180767","7747.5872347969","16110.0396924584","21899.5412024004","37828.5519670956","61266.0486198158","90211.7329479714","111245.954556235","163900.441359383","249423.580213986","349590.79580797","293633.32218922","294755.594832615","225097.218849945","239595.432868221","251148.173010772","243432.163335623","227481.264972439","244159.619495","234314.723772931","248444.303390936","285533.833920006","274270.430830653","296972.695003087","339082.035364","324438.974650255","323160.763526306","321940.889208223","381371.060148663","402773.524436198","454725.764381974","449096.020743244","473041.059188005","470702.916421417","499303.734479739","532242.491079439","576995.07601915","",
"Equatorial Guinea","GNQ","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","7974.71154463655","9287.84991170248","10669.5850545656","13026.1737270234","13601.6978340807","14302.5288241048","14822.0631082425","14590.8587764366","14473.6801089765","14280.559599924","13588.4808768596","15650.6694102507","18415.8154010978","20796.3848684096","24675.9254317139","28539.3761809964","","","19410.1450229348","22363.3235724744","30204.6453310823","37122.8410609718","44338.7907338743","72384.3598834902","65378.0620564923","66396.1727436678","68108.7237376919","61639.8541619236","64363.9917009998","63564.1534120114","69808.107563091","72683.0269629808","101735.421294293","123945.989595003","200368.369245078","418515.151249893","340914.562242585","573162.018782579","1058934.13467486","1428407.22104567","1578128.1094094","1703266.66709913","2589282.96331773","4575206.9285715","5325575.0785334","6046886.83106123","8154783.17796649","6248206.12975742","6788659.34731327","8104634.56014688","8837001.33670099","8052574.69444028","7677266.06411645","5361645.69925643","4416806.97234956","4534409.33028502","4500488.73375888","3986625.96838539","3317709.40681679","3851565.27923238","4733899.27991816","4050547.49465373","",
"Greece","GRC","GDP per capita (current LCU)","NY.GDP.PCAP.CN","45.1726383191956","51.2895255446205","53.5708473002579","60.3573860872385","68.0386382402109","78.0725148365567","86.593478189446","92.730059851996","100.224408275477","114.950316684685","129.677147431662","143.382384580926","164.846363240761","214.469543691258","245.467708068559","292.592605284163","358.411214444692","414.273910914984","499.042784809563","611.610201567658","727.042506070777","862.664103974058","1078.32085212002","1279.09557252448","1582.90268771573","1923.86197316369","2291.37362670989","2572.5998303101","3119.06615762924","3687.7134025895","4403.89134151212","5373.96185069914","6165.15423844518","6901.11721188882","7787.15993517311","8688.49750614292","9488.73652062439","10429.6546965044","11294.8174382392","11956.1099930513","12600.7394356813","13573.6450265933","14575.4849880142","15931.0847203578","17243.5206447822","17727.1151984916","19445.7201133683","20752.4394547554","21550.7157938086","21096.8082609399","20104.634324224","18322.9932122751","16831.0528617853","16243.5448802581","16164.6315651087","16205.9674797334","16188.6279203981","16493.1428450817","16828.2532128835","17271.818188771","15659.9493073813","17463.4279563263","19915.3525928529","21641.9188420683","",
"Grenada","GRD","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","1989.70424770916","2476.20002076735","2890.98102419101","3167.31085912543","3320.08017904989","3588.31667779155","3748.04725744618","4114.64050556033","4711.91465076838","5232.89297448083","5952.52381928921","6491.48913618424","7281.85383521151","7511.8967155877","8056.5743652833","8242.2905060924","8170.31216424762","8510.94552929085","8894.52868517074","9472.39443891991","10056.8375865442","11356.9574281429","12193.9649760604","13067.5359000847","13012.6709696538","13458.0799601491","14655.5021858124","14796.7051764039","17114.1123079447","17128.9036182866","18534.2800528402","20110.1509522435","18717.9247487731","18655.9245783521","18757.9296746045","19150.3436045223","20046.9657317578","21563.1023726913","23474.1358261537","24897.3334491444","26328.8518512102","27224.1574539074","28249.540873074","24215.1090329291","25980.0493624023","28280.5162813374","30365.1318318087","",
"Greenland","GRL","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","11237.0732758621","13919.1504237288","15265.6086956522","17303.2673469388","20922","24466.6048387097","29286.0684104628","34302.0141700405","39901.162601626","44616.935483871","53446.2151394422","60862.7450980392","65106.7961165049","73051.8234165067","74554.0796963947","82236.8421052632","91196.261682243","99556.3770794824","110383.211678832","122911.392405063","113417.26618705","117153.153153153","113291.139240506","108913.043478261","115279.279279279","121379.928315412","124221.824686941","126446.428571429","137344.028520499","140713.012477718","153612.099644128","160425.909494232","163048.278542281","180896.679291817","191855.704521094","194837.97312725","210862.36657625","216555.565378835","226187.686408181","240803.934449514","247394.780774976","253332.747407277","266088.716775216","266974.133810173","283346.656008527","299636.454360766","324345.92247179","335200.811792352","344431.751245024","355542.907959093","357810.420991005","359096.605651951","","","",
"Guatemala","GTM","GDP per capita (current LCU)","NY.GDP.PCAP.CN","256.813115286608","257.20215058952","265.21065183936","284.397504292538","284.197970339364","282.97764170403","287.277848723331","291.934180943356","314.666876118943","326.30273339901","352.790808761812","358.373560380293","369.762757413424","440.562871690613","528.57311003132","594.88660866336","697.064609693019","856.125495292911","925.180026499901","1025.98223460072","1141.80549814991","1216.49639722044","1203.96540667638","1219.73545354345","1241.04242582773","1424.24676990552","1962.37854700726","2134.75943125312","2407.96542562387","2698.93175877604","3802.52574773903","5101.30993690648","5669.38778017753","6568.99853687631","7434.4166572578","8257.22156781599","9021.43186495692","9935.14699264691","11133.9365813085","11843.4198126318","12801.1836111227","12084.053432154","13057.0389359279","13678.5736240326","14628.7986431596","15622.6077313163","16916.792712811","18867.2406468191","20888.8100715499","21315.0951443452","22604.1394714744","24671.862786999","25746.0796796638","27060.1222940656","28525.3265823753","29804.062149009","30856.7896385465","31779.8073645664","32730.5231042846","34727.4825312242","34574.5960797531","38006.3737048012","41515.7858887082","45134.4199159187","",
"Guam","GUM","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20909.9590302806","21877.3178371553","23618.8266894573","25631.9776108052","25709.9351488422","26605.4324214756","28112.2316573422","29054.0581201519","29719.7967836082","29926.2052442913","31653.7506538168","32530.7593121483","33900.1486530583","35165.7014644795","35930.6594898711","36779.0078903909","37195.9503070464","39274.9431424899","36482.9363953675","38074.8793745801","41833.1517132825","","",
"Guyana","GUY","GDP per capita (current LCU)","NY.GDP.PCAP.CN","512.700674522923","546.888946869722","561.24582466358","495.121907131366","537.020477222869","570.751092693126","599.402447559994","642.145457345567","679.572882158069","722.375232352443","762.197508200454","791.539327198588","830.495955610802","883.120725123196","1293.53152940762","1593.11933436456","1510.26316943901","1482.49399594545","1658.02146521124","1722.06913209586","1947.39703525589","2056.78888483913","1861.69390971171","1892.01833762732","2148.27085521327","2527.61909946764","2825.16020091186","4547.71514945297","5447.15209244099","13684.5653196267","20889.6182660483","52103.2651789571","62319.3952349012","78521.5780281952","98969.0739353975","116392.932905057","130224.348148518","139952.379746669","141440.519993819","161762.914806477","169987.663173089","174503.353272891","181297.043679582","188787.591681835","204913.184106356","216677.574601072","627711.645053929","730124.818163441","816358.470513089","858452.5338588","933010.880126419","1009319.80438328","1112608.00120061","1141357.37532682","1129831.92107437","1164745.82257595","1212336.35606406","1275894.3315302","1256350.78250939","1335614.39458191","1412735.40801579","2055991.88173375","3734962.87655011","4329575.54991632","",
"High income","HIC","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","GDP per capita (current LCU)","NY.GDP.PCAP.CN","2284.73190266323","2353.14541838957","2628.28270603897","3048.02829664708","3392.1132226217","3878.09555574085","3934.54365134026","4156.81744923176","4347.70031819497","5030.40968969176","5836.32230361202","6595.55533582182","7811.86342031235","9743.25726141079","10790.8081684865","11114.6225569302","13978.7516600266","15987.9573270502","18378.5752544189","22859.6060612208","28365.8233098299","33487.2863371532","37231.4559787254","40650.5023292361","48535.9121139702","50974.6710164583","58017.775042537","70740.9730310904","82819.6744615822","94361.4364602019","105049.697607152","120188.282336579","139148.349280234","157771.564141671","173908.937270106","181771.901041244","191951.052754254","211591.851201208","199898.222718034","194648.603647923","200675.318829707","196765.411137423","192366.80950757","186704.255066263","194140.045699123","207263.106910116","219240.057750361","238676.170784957","245406.162867573","237959.643184947","252887.446257225","273549.126081792","284899.372036755","297859.699954032","312608.75579224","328923.511582297","339475.778971186","359737.461451063","380461.718058127","378937.119567389","357678.518914584","386879.038458944","382377.179728019","395642.441050411","",
